x,y,z
668836,267.587,0.0343167
668835,267.587,0.0343167
668833,267.587,0.0427829
668832,267.587,0.0427829
668831,267.587,0.0389814
668830,267.587,0.0389814
668829,267.588,0.031397
668828,267.588,0.031397
668826,267.588,0.0280714
668825,267.588,0.0280714
668824,267.588,0.0102174
668823,267.588,0.0102174
668822,267.588,0.0241134
668839,267.694,0.0241134
668838,267.694,0.009523
668837,267.694,0.009523
668836,267.694,0.0189421
668835,267.694,0.0189421
668833,267.695,0.00568117
668832,267.695,0.00568117
668831,267.695,0.0037181
668830,267.695,0.0037181
668829,267.695,0.050858
668828,267.695,0.050858
668826,267.695,0.0488993
668825,267.695,0.0488993
668824,267.695,0.0479781
668823,267.695,0.0479781
668822,267.695,0.0469157
668839,267.802,0.0469157
668838,267.802,0.010109
668837,267.802,0.010109
668836,267.802,0.0535184
668835,267.802,0.0535184
668833,267.802,0.0450901
668832,267.802,0.0450901
668831,267.802,0.0557142
668830,267.802,0.0557142
668829,267.802,0.0451652
668828,267.802,0.0451652
668826,267.802,0.0634758
668825,267.802,0.0634758
668824,267.802,0.0349095
668823,267.802,0.0349095
668822,267.802,0.0687466
668839,267.909,0.0687466
668838,267.909,0.0391122
668837,267.909,0.0391122
668836,267.909,0.0756659
668835,267.909,0.0756659
668833,267.909,0.0313947
668832,267.909,0.0313947
668831,267.909,0.0442107
668830,267.909,0.0442107
668829,267.909,0.0272828
668828,267.909,0.0272828
668826,267.909,0.0025124
668825,267.909,0.0025124
668824,267.909,0.0220703
668823,267.91,0.0220703
668822,267.91,0.014066
668839,268.013,0.014066
668838,268.013,0.0532662
668837,268.014,0.0532662
668836,268.014,0.0156475
668835,268.014,0.0156475
668833,268.014,0.0167065
668832,268.014,0.0167065
668831,268.014,0.0139164
668830,268.014,0.0139164
668829,268.014,0.0180209
668828,268.015,0.0180209
668826,268.015,0.0169737
668825,268.015,0.0169737
668824,268.015,0.0457479
668823,268.015,0.0457479
668822,268.015,0.0166749
668839,268.104,0.0166749
668838,268.104,0.032712
668837,268.104,0.032712
668836,268.104,0.0144305
668835,268.105,0.0144305
668833,268.105,0.0124162
668832,268.105,0.0124162
668831,268.105,0.0377184
668830,268.105,0.0377184
668829,268.105,0.0414807
668828,268.105,0.0414807
668826,268.105,0.0133561
668825,268.106,0.0133561
668824,268.106,0.0159726
668823,268.106,0.0159726
668822,268.106,0.0323816
668822,261.689,0.0323816
668820,261.689,0.0124202
668819,261.69,0.0124202
668818,261.69,0.0144094
668817,261.69,0.0144094
668816,261.69,0.0153625
668815,261.69,0.0153625
668813,261.69,0.0315525
668812,261.69,0.0315525
668811,261.69,0.0105208
668810,261.69,0.0105208
668809,261.69,0.0220515
668807,261.69,0.0220515
668806,261.69,0.0181016
668805,261.69,0.0181016
668804,261.69,0.0106864
668803,261.69,0.0106864
668802,261.69,0.0319618
668822,261.797,0.0319618
668820,261.797,0.0189822
668819,261.797,0.0189822
668818,261.797,0.0140824
668817,261.797,0.0140824
668816,261.797,0.0196734
668815,261.797,0.0196734
668813,261.797,0.0111977
668812,261.797,0.0111977
668811,261.797,0.0122989
668810,261.797,0.0122989
668809,261.797,0.00774701
668807,261.797,0.00774701
668806,261.797,0.0117149
668805,261.797,0.0117149
668804,261.797,0.0324809
668803,261.798,0.0324809
668802,261.798,0.0170539
668822,261.904,0.0170539
668820,261.904,0.0143234
668819,261.904,0.0143234
668818,261.904,0.00821644
668817,261.904,0.00821644
668816,261.904,0.0183462
668815,261.904,0.0183462
668813,261.904,0.0100677
668812,261.904,0.0100677
668811,261.904,0.0335256
668810,261.904,0.0335256
668809,261.904,0.0316707
668807,261.905,0.0316707
668806,261.905,0.0129034
668805,261.905,0.0129034
668804,261.905,0.0162208
668803,261.905,0.0162208
668802,261.905,0.0100082
668822,262.011,0.0100082
668820,262.011,0.0195996
668819,262.011,0.0195996
668818,262.011,0.00894162
668817,262.011,0.00894162
668816,262.011,0.0287463
668815,262.011,0.0287463
668813,262.012,0.018019
668812,262.012,0.018019
668811,262.012,0.0120167
668810,262.012,0.0120167
668809,262.012,0.0334698
668807,262.012,0.0334698
668806,262.012,0.0202293
668805,262.012,0.0202293
668804,262.012,0.0218192
668803,262.012,0.0218192
668802,262.012,0.0253435
668822,262.118,0.0253435
668820,262.118,0.0194483
668819,262.118,0.0194483
668818,262.119,0.00745911
668817,262.119,0.00745911
668816,262.119,0.0155938
668815,262.119,0.0155938
668813,262.119,0.0211264
668812,262.119,0.0211264
668811,262.119,0.0189936
668810,262.119,0.0189936
668809,262.119,0.0210718
668807,262.119,0.0210718
668806,262.119,0.0229281
668805,262.119,0.0229281
668804,262.119,0.0140574
668803,262.119,0.0140574
668802,262.119,0.0254028
668822,262.226,0.0254028
668820,262.226,0.0336712
668819,262.226,0.0336712
668818,262.226,0.0145967
668817,262.226,0.0145967
668816,262.226,0.00636624
668815,262.226,0.00636624
668813,262.226,0.0121399
668812,262.226,0.0121399
668811,262.226,0.0293909
668810,262.226,0.0293909
668809,262.226,0.0202283
668807,262.226,0.0202283
668806,262.226,0.00513308
668805,262.226,0.00513308
668804,262.226,0.0176868
668803,262.227,0.0176868
668802,262.227,0.0148668
668822,262.333,0.0148668
668820,262.333,0.0170806
668819,262.333,0.0170806
668818,262.333,0.0135014
668817,262.333,0.0135014
668816,262.333,0.0240638
668815,262.333,0.0240638
668813,262.333,0.0230354
668812,262.333,0.0230354
668811,262.333,0.0135493
668810,262.333,0.0135493
668809,262.333,0.00942197
668807,262.334,0.00942197
668806,262.334,0.0121044
668805,262.334,0.0121044
668804,262.334,0.0112082
668803,262.334,0.0112082
668802,262.334,0.0271079
668822,262.44,0.0271079
668820,262.44,0.0144763
668819,262.44,0.0144763
668818,262.44,0.00303944
668817,262.44,0.00303944
668816,262.44,0.0106661
668815,262.44,0.0106661
668813,262.44,0.00961207
668812,262.441,0.00961207
668811,262.441,0.0191863
668810,262.441,0.0191863
668809,262.441,0.0311189
668807,262.441,0.0311189
668806,262.441,0.00873758
668805,262.441,0.00873758
668804,262.441,0.00734131
668803,262.441,0.00734131
668802,262.441,0.0150059
668822,262.547,0.0150059
668820,262.547,0.0130789
668819,262.547,0.0130789
668818,262.547,0.00554624
668817,262.547,0.00554624
668816,262.547,0.0065725
668815,262.547,0.0065725
668813,262.547,0.0149428
668812,262.548,0.0149428
668811,262.548,0.00398971
668810,262.548,0.00398971
668809,262.548,0.0104049
668807,262.548,0.0104049
668806,262.548,0.00299254
668805,262.548,0.00299254
668804,262.548,0.0054793
668803,262.548,0.0054793
668802,262.548,0.00225927
668822,262.655,0.00225927
668820,262.655,0.00216494
668819,262.655,0.00216494
668818,262.655,0.00950675
668817,262.655,0.00950675
668816,262.655,0.0150717
668815,262.655,0.0150717
668813,262.655,0.0147619
668812,262.655,0.0147619
668811,262.655,0.000405072
668810,262.655,0.000405072
668809,262.655,0.00410063
668807,262.655,0.00410063
668806,262.655,0.0136966
668805,262.655,0.0136966
668804,262.655,0.002841
668803,262.655,0.002841
668802,262.656,0.0120827
668822,262.762,0.0120827
668820,262.762,0.0099088
668819,262.762,0.0099088
668818,262.762,0.00629673
668817,262.762,0.00629673
668816,262.762,0.000102485
668815,262.762,0.000102485
668813,262.762,0.000107547
668812,262.762,0.000107547
668811,262.762,5.20E-09
668810,262.762,5.20E-09
